"Source","Start_Time","Start_Lat","Start_Lng","Description","Street","City","County","State","Humidity...","Pressure.in.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Crossing","Junction","Railway","Station","Stop","Traffic_Signal","Visibility_Category","Severity_Category","is_day_light","Distance.km.","Temperature.C.","Wind_Chill.C.","duration","Start_Date","idx_original","Start_Time_Cat","hospital_nearby","traffic_light_nearby","traffic_sign_nearby","police_nearby","commercial_area_nearby","school_zone_nearby"
"Source2","08:30:55",40.666389,-73.801559,"Accident on Belt Pkwy Westbound before Exit 19 North Conduit Avenue.","Van Wyck Expy N","Jamaica","Queens","NY",63,29.85,"NNE",13.8,0.01,"Mostly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,17.222,4.167,29.2166666666667,"2018-06-06",831,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","07:15:11",43.23111,-77.672104,"Accident on NY-390 Northbound at Exit 25 County Hwy-267 Vintage Ln.","NY-390 N","Rochester","Monroe","NY",88,30.4,"North",5.8,0,"Light Snow","False","False","True","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,-3.278,-7,74.4,"2018-11-14",832,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","15:43:03",40.68203,-73.69159,"At Corona Ave/Exit 15 - Accident. Roadway reduced to 2 lanes.","Southern State Pkwy E","Valley Stream","Nassau","NY",65,29.43,"West",15,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.282,7.222,3.444,360,"2017-12-12",833,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","20:28:47",40.851543,-73.95208,"Lane blocked on entry ramp due to accident on I-95 George Washington Brg - Upper level Southbound at I-95 George Washington Brg.","George Washington Brg","New York","New York","NY",33,30.17,"WNW",9.2,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.016,-1.111,-5.722,44.1333333333333,"2017-02-03",834,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:52:59",42.539948,-70.938019,"Left lane blocked due to accident on MA-128 Southbound before Exits 25A 25B MA-114 Andover St.","Andover St","Peabody","Essex","MA",74,30.05,"SE",10.4,0.06,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,25,5.222,28.9666666666667,"2018-07-02",835,"Tarde","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","06:07:39",43.00301,-77.668846,"Accident on I-390 Genesee Expy Southbound near Exit 11.","Rush Scottsville Rd","Rush","Monroe","NY",96,30.34,"SSW",3.5,0.05,"Scattered Clouds","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",0,0,-0.611,-2.5,29.4666666666667,"2017-12-04",836,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:20:41",42.347675,-71.079018,"Left lane blocked due to accident on I-90 Prudential Tunnel Eastbound at MA-9 Huntington Ave.","I-90 E","Boston","Suffolk","MA",89,29.7,"NNE",3.5,0.18,"Overcast","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,10.611,-7.111,29.7666666666667,"2018-06-05",837,"Mañana","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source1","14:30:24",40.7147,-74.20486,"At Hillside Ave/Exit 56 - Overturned heavy truck. Right lane blocked.","I-78 E","Newark","Essex","NJ",28,29.97,"WSW",18.4,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.239,6.722,2.333,360,"2017-12-06",838,"Tarde","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","17:46:37",40.701725,-73.992233,"Left lane blocked due to accident on I-278 Queens Midtown Expy Eastbound at Exit 28A Old Fulton St.","Brooklyn Queens Expy","Brooklyn","Kings","NY",37,30.41,"Variable",6.9,0,"Clear","False","True","False","False","False","True","True","Bona_Visibilitat","Impacte considerable",1,0,29,0.056,44.4166666666667,"2017-08-23",839,"Tarde","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:40:00",41.657055,-71.036957,"Accident a motorcycle involved on I-195 Westbound after Reed Rd.","Reed Rd","North Dartmouth","Bristol","MA",96,30.09,"Calm",0,0.09,"Mist","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0,15.611,-1.111,29.7666666666667,"2017-10-06",840,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:07:22",40.693386,-74.111832,"Left lane blocked due to accident on New Jersey Tpke - Hudson County Ext Westbound before Newark Bay Br.","Casciano Memorial Bridge","Bayonne","Hudson","NJ",82,29.78,"NW",9.2,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,3.889,0.444,28.8333333333333,"2018-12-17",841,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source3","16:17:54",40.81155,-73.934776,"Right lane blocked due to accident on Harlem River Dr Southbound after Exits 20 21 135th St.","Harlem River Dr S","New York","New York","NY",61,29.98,"SW",9.2,0,"Clear","False","True","False","False","False","True","False","Bona_Visibilitat","Poc impacte",1,0.016,18.278,-7.667,44.5166666666667,"2017-01-12",842,"Tarde","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","16:53:06",43.141426,-76.112534,"Center lane blocked due to accident on I-81 Southbound after Exits 29N 29S I-481.","I-481 S","Syracuse","Onondaga","NY",51,29.99,"NNE",3.5,0,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,28.889,-6.944,44.7666666666667,"2017-08-01",843,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","08:09:59",42.77037,-78.38873,"Closed between Route 77 and RT-98/Creek Rd - Road closed due to accident."," Cattaraugus Rd","Strykersville","Wyoming","NY",88,30.24,"SW",8.1,0.09,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,6.223,-1.111,-5.333,360,"2018-04-10",844,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:05:45",42.4869,-71.544548,"Accident on I-495 Northbound before Exit 28 MA-111 Massachusetts Ave.","I-495 N","Boxborough","Middlesex","MA",86,29.64,"SE",4.6,0.02,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,15.611,-8,29.5,"2018-06-05",845,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source1","05:07:00",41.1379,-74.16915,"At RT-17/RT-59/Exit 15A - Accident. Left lane blocked.","I-87 S","Sloatsburg","Rockland","NY",96,30.3,"SW",8.1,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0.89,15.611,-17.167,360,"2018-02-21",846,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source1","16:25:57",40.696903,-74.123731,"At Avenue E/Exit 14A - Accident. Left lane blocked.","Casciano Memorial Bridge","Newark","Essex","NJ",32,29.96,"WNW",17.3,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,2.993,9.389,-7.778,360,"2018-03-23",847,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:18:24",42.967663,-76.852394,"Accident on I-90 Westbound near Exit 41 NY-414 Ridge Rd.","New York Trwy W","Waterloo","Seneca","NY",71,30.08,"SSW",10.4,0.01,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,25.611,-12.944,29.5,"2018-08-26",848,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","18:50:35",40.987705,-73.676758,"Accident on I-95 Southbound around Exits 20 21 US-1 Boston Post Rd.","I-95 N","Rye","Westchester","NY",55,29.76,"SSE",8.1,0.02,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,15.611,-6.222,44.7166666666667,"2018-04-28",849,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:37:35",40.718971,-73.974968,"Right and center lane blocked due to accident on FDR Dr Northbound at Exit 5 Houston St.","E Houston St","New York","New York","NY",59,30.42,"North",3.5,0.01,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,32,-14.5,29.7,"2018-08-29",850,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","05:34:46",42.418022,-71.085976,"Accident on MA-28 Fellsway at Central Ave.","Central Ave","Malden","Middlesex","MA",100,29.7,"SW",12.7,0,"Overcast","False","True","False","False","True","False","True","Bona_Visibilitat","Poc impacte",0,0,10.611,4.167,29.8,"2018-03-30",851,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source1","12:47:58",43.08321,-77.60761,"Closed between I-390 and Jefferson Rd - Road closed due to accident.","E Henrietta Rd","Rochester","Monroe","NY",62,29.9,"SSW",8.1,0.11,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,0.465,-4.389,-9.333,360,"2017-12-15",852,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:31:16",42.646282,-73.749153,"One lane blocked due to accident on I-787 Southbound at Exits 3 3A 3B 4 US-9.","I-787 S","Albany","Albany","NY",89,30.04,"Calm",0,0.02,"Light Freezing Rain","False","True","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",0,0,-1.722,-3.167,29.5333333333333,"2017-12-23",853,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","14:49:55",40.58494,-73.95294,"At Coney Island Ave/Exit 8 - Accident. Right lane blocked.","Belt Pkwy W","Brooklyn","Kings","NY",71,30.51,"Calm",6.9,0,"","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.354,9,4.056,360,"2018-03-28",854,"Tarde","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","07:00:14",40.889877,-74.851128,"Restrictions due to accident on Catswamp Rd near Rosewood Dr.","Catswamp Rd","Hackettstown","Warren","NJ",89,30.19,"Calm",0,0.21,"","False","False","False","False","False","False","False","","Poc impacte",1,0,-0.611,-3.056,29.65,"2017-02-20",855,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","18:11:42",40.25999,-74.84515,"Between River Rd and Pennsylvania/NJ State Line - Accident.","I-95 N","Trenton","Mercer","NJ",37,29.94,"SE",16.1,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.211,25.611,-11.889,360,"2017-06-15",856,"Noche","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","21:04:30",41.731243,-74.066597,"Accident on I-87 Southbound at Exit 18 NY-299 Main St.","I-87 S","New Paltz","Ulster","NY",80,30.16,"Calm",0,0.02,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,6.111,-10.833,58.8333333333333,"2018-10-22",857,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","04:21:31",40.689732,-73.726738,"One lane blocked due to accident on Cross Island Pkwy Southbound at Exit 25A Laurelton Pkwy.","Cross Island Pkwy S","Cambria Heights","Queens","NY",100,29.98,"NNE",4.6,0,"Mostly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,22.222,-2.944,29.6333333333333,"2018-08-12",858,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","18:32:49",40.52448,-74.29975,"At US-9/RT-440/Exit 127 - Accident. Left lane blocked.","Garden State Pkwy S","Perth Amboy","Middlesex","NJ",56,30.46,"ESE",9.2,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.85,18.278,1.667,27.4166666666667,"2018-09-24",860,"Noche","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Source2","12:54:15",43.057667,-76.104103,"Left lane closed due to accident on I-690 Eastbound at Exit 15 Burnet Ave.","I-690 E","Syracuse","Onondaga","NY",74,29.91,"WSW",9.2,0.14,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,27.778,-11.111,29.5666666666667,"2018-08-15",861,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:59:38",41.542286,-73.879211,"Accident on NY-52 at Cedar Hill Rd.","Cedar Hill Rd","Fishkill","Dutchess","NY",49,29.73,"West",11.5,0.14,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,22.778,-13,44.85,"2017-06-09",862,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","03:45:36",41.144882,-73.815628,"Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound at County Hwy-401 Pleasantville Rd.","Pleasantville Rd","Briarcliff Manor","Westchester","NY",64,30.19,"North",10.4,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,11.722,1.056,29.4,"2017-09-02",863,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:43:32",42.607235,-71.325478,"Two lanes blocked due to accident on US-3 Southbound at I-495.","I-495 N","Chelmsford","Middlesex","MA",90,30.03,"West",6.9,0.05,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,15,3.389,29.5166666666667,"2018-10-04",864,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:51:21",40.87291,-73.818756,"Accident on Hutchinson River Pkwy Northbound near Exit 5 Hutchinson River Parkway Ext.","Hutchinson River Pkwy S","Bronx","Bronx","NY",54,29.89,"NW",17.3,0.08,"Mostly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,25,3.889,43.65,"2017-08-31",865,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","19:48:50",41.139324,-74.169876,"Accident on I-87 Northbound after Exit 15A NY-17.","Route 17","Sloatsburg","Rockland","NY",55,29.99,"NE",4.6,0.02,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,23.889,-7.278,29.4666666666667,"2017-09-22",866,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","21:14:33",39.991913,-74.877174,"Left and center lane blocked due to accident on I-295 Northbound around Exits 43 43A 43B County Hwy-636 Creek Rd.","I-295 N","Mount Laurel","Burlington","NJ",62,30.18,"Variable",3.5,0.26,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,23.278,-6.278,41.6,"2018-07-13",867,"Noche","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","06:13:54",43.153889,-77.620445,"Accident on Ford St at NY-31 Main St.","W Main St","Rochester","Monroe","NY",90,30.12,"SW",5.8,0,"Scattered Clouds","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,12.222,2.111,29.7166666666667,"2018-07-19",868,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","04:06:15",43.01885,-78.18229,"Between RT-98/Exit 48 and I-490/Exit 47 - Accident.","I-90 E","Batavia","Genesee","NY",78,30.64,"ENE",6.9,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,17.69,-3.889,-8.278,29.4666666666667,"2018-12-27",869,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:27:08",42.329433,-71.060287,"Accident on I-93 Northbound at Exit 16 Frontage Rd.","I-93 N","South Boston","Suffolk","MA",79,29.97,"SW",9.2,0,"Overcast","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",0,0,2.778,-0.889,29.75,"2018-12-24",870,"Tarde","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","17:40:35",42.902637,-73.78672,"Accident on I-87 Northbound at Exit 10 Ushers Rd.","Adirondack Northway S","Ballston Lake","Saratoga","NY",69,29.96,"SSE",8.1,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,22,-1.111,29.7,"2018-05-28",871,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source3","11:56:50",40.708252,-73.819534,"Right lane blocked due to accident on I-678 Van Wyck Expy Southbound at Exits 6 8 Main St.","Van Wyck Expy S","Jamaica","Queens","NY",89,29.31,"North",17.3,0.06,"Light Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0.016,3.889,-1.167,29.9833333333333,"2017-01-24",872,"Mañana","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","16:06:55",43.180466,-77.61364,"Accident on Avenue D at Clinton Ave.","N Clinton Ave","Rochester","Monroe","NY",62,29.61,"West",19.6,0,"Partly Cloudy","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,13.889,-1.278,29.8666666666667,"2018-11-06",873,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","21:28:50",42.385609,-73.559479,"Entry ramp to Taconic State Pkwy Northbound from Birge Hill Rd shoulder blocked due to accident.","Taconic State Pkwy N","Chatham","Columbia","NY",73,30.29,"SE",8.1,0.01,"Light Rain","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,2.8,7.778,5.5,24,"2017-11-01",874,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:55:02",43.173515,-77.544716,"Accident on Westchester Ave between Whittington Rd and Helendale Rd.","Helendale Rd","Rochester","Monroe","NY",74,30.36,"West",15,0,"Light Snow","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,-8.889,-17.167,29.5333333333333,"2018-01-02",875,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:20:51",41.27454,-73.568878,"Accident on NY-35 Old Post Rd Southbound at NY-124 Spring St.","Route 35","South Salem","Westchester","NY",77,30.17,"North",9.2,0.01,"Light Snow","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0.016,-7.222,-13.222,60,"2017-01-07",876,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","18:21:27",42.577023,-71.152267,"#3 lane blocked due to accident on I-93 Northbound at Exit 40 MA-62.","I-93 S","Wilmington","Middlesex","MA",75,30.51,"Calm",0,0.02,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,-3.278,-13.611,44.6666666666667,"2018-02-09",877,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","04:01:01",40.715733,-73.826256,"Accident on I-678 Van Wyck Expy Westbound at Grand Central Pkwy.","Van Wyck Expy S","Forest Hills","Queens","NY",73,30.13,"SW",5.8,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,22.778,-0.278,29.6,"2018-07-20",878,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","11:00:15",42.476149,-71.023624,"At Main St - Accident. Right lane blocked."," Broadway","Saugus","Essex","MA",51,30.31,"West",11.5,0.03,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,-11.722,-19.667,360,"2018-01-02",879,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","05:54:37",43.037224,-77.737045,"Accident on NY-383 Scottsville Rd at Jarrett Rd.","Scottsville Rd","Scottsville","Monroe","NY",89,29.79,"NNW",10.4,0.02,"Light Snow","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",0,0,-2.778,-8.167,29.2,"2018-03-16",880,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:33:47",42.841778,-70.860374,"Accident on US-1 Lafayette Rd near MA-1A Beach Rd.","Lafayette Rd","Salisbury","Essex","MA",46,30.03,"WNW",13.8,0.01,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,15.611,-5.278,29.75,"2017-09-01",881,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
